"id","turn","role","turn_type"
"45",11,2,"Reflection"
"45",12,1,"Elaboration"
"45",13,2,"Acknowledgement"
"45",14,1,"Advice"
"45",15,2,"Acknowledgement"
"45",16,1,"Elaboration"
"45",17,2,"Reflection"
"45",18,1,"Acknowledgement"
"45",19,2,"Reflection"
"45",20,1,"Acknowledgement"
"45",21,2,"Question"
"45",22,1,"Elaboration"
"45",23,2,"Question"
"45",24,1,"Elaboration"
"45",25,2,"Reflection"
"45",26,1,"Elaboration"
"45",27,2,"Question"
"45",28,1,"Elaboration"
"45",29,2,"Reflection"
"45",30,1,NA
"45",31,2,"Question"
"45",32,1,"Acknowledgement"
"45",33,2,"Reflection"
"45",34,1,"Elaboration"
"45",35,2,"Acknowledgement"
"45",36,1,"HedgedDisclosure"
"45",37,2,"Reflection"
"45",38,1,"Acknowledgement"
"45",39,2,"Elaboration"
"45",40,1,"Elaboration"
"45",41,2,"Elaboration"
"45",42,1,"Elaboration"
"45",43,2,"Acknowledgement"
"45",44,1,"Elaboration"
"45",45,2,"Reflection"
"45",46,1,"Elaboration"
"45",47,2,"Question"
"45",48,1,"Elaboration"
"45",49,2,"Question"
"45",50,1,"Elaboration"
"45",51,2,"Acknowledgement"
"45",52,1,"Elaboration"
"45",53,2,"Reflection"
"45",54,1,"Acknowledgement"
"45",55,2,"Reflection"
"45",56,1,"Elaboration"
"45",57,2,"Reflection"
"45",58,1,"HedgedDisclosure"
"45",59,2,"Acknowledgement"
"45",60,1,"Elaboration"
"45",61,2,"Reflection"
"45",62,1,"Elaboration"
"45",63,2,"Acknowledgement"
"45",64,1,"Elaboration"
"45",65,2,NA
"45",66,1,"HedgedDisclosure"
"45",67,2,"Reflection"
"45",68,1,"Acknowledgement"
"45",69,2,"Question"
"45",70,1,"Acknowledgement"
"45",71,2,"Question"
"45",72,1,"Acknowledgement"
"45",73,2,"Question"
"45",74,1,"Elaboration"
"45",75,2,"Acknowledgement"
"45",76,1,"Elaboration"
"45",77,2,"Acknowledgement"
"45",78,1,"Elaboration"
"45",79,2,"Acknowledgement"
"45",80,1,"Elaboration"
"45",81,2,"Acknowledgement"
"45",82,1,"Elaboration"
"45",83,2,"Acknowledgement"
"45",84,1,"Elaboration"
"45",85,2,"Reflection"
"45",86,1,"Elaboration"
"45",87,2,"HedgedDisclosure"
"45",88,1,"Acknowledgement"
"45",89,2,"Reflection"
"45",90,1,"Acknowledgement"
"45",91,2,"Reflection"
"45",92,1,"Elaboration"
"45",93,2,"Reflection"
"45",94,1,"Elaboration"
"45",95,2,"Reflection"
"45",96,1,"Acknowledgement"
"45",97,2,"Reflection"
"45",98,1,"Elaboration"
"45",99,2,"Reflection"
"45",100,1,"Acknowledgement"
"45",101,2,"Reflection"
"45",102,1,"Elaboration"
"45",103,2,"Acknowledgement"
"45",104,1,"Elaboration"
"45",105,2,"Acknowledgement"
"45",106,1,"Acknowledgement"
"45",107,2,"Reflection"
"45",108,1,"Acknowledgement"
"45",109,2,"Elaboration"
"45",110,1,"Elaboration"
"45",111,2,"Question"
"45",112,1,"Elaboration"
"45",113,2,"Elaboration"
"45",114,1,"Acknowledgement"
"45",115,2,"Acknowledgement"
"54",1,1,"Elaboration"
"54",2,2,"Elaboration"
"54",3,1,"HedgedDisclosure"
"54",4,2,"Acknowledgement"
"54",5,1,"Elaboration"
"54",6,2,"Acknowledgement"
"54",7,1,"HedgedDisclosure"
"54",8,2,"Acknowledgement"
"54",9,1,"Elaboration"
"54",10,2,"Question"
"54",11,1,"Elaboration"
"54",12,2,"Acknowledgement"
"54",13,1,"HedgedDisclosure"
"54",14,2,"Acknowledgement"
"54",15,1,"Elaboration"
"54",16,2,"Acknowledgement"
"54",17,1,"HedgedDisclosure"
"54",18,2,"Acknowledgement"
"54",19,1,"Elaboration"
"54",20,2,"Reflection"
"54",21,1,"Elaboration"
"54",22,2,"Question"
"54",23,1,"Elaboration"
"54",24,2,"Acknowledgement"
"54",25,1,"HedgedDisclosure"
"54",26,2,"Acknowledgement"
"54",27,1,"HedgedDisclosure"
"54",28,2,"Question"
"54",29,1,"Elaboration"
"54",30,2,"Question"
"54",31,1,"Elaboration"
"54",32,2,"Acknowledgement"
"54",33,1,"Elaboration"
"54",34,2,"Question"
"54",35,1,"HedgedDisclosure"
"54",36,2,"Reflection"
"54",37,1,"Elaboration"
"54",38,2,"Acknowledgement"
"54",39,1,"Elaboration"
"54",40,2,"Question"
"54",41,1,"Elaboration"
"54",42,2,"Acknowledgement"
"54",43,1,NA
"54",44,2,"Question"
"54",45,1,"Elaboration"
"54",46,2,"Acknowledgement"
"54",47,1,"HedgedDisclosure"
"54",48,2,"Acknowledgement"
"54",49,1,"Elaboration"
"54",50,2,"HedgedDisclosure"
"54",51,1,"Acknowledgement"
"54",52,2,"HedgedDisclosure"
"54",53,1,"Acknowledgement"
"54",54,2,"Reflection"
"54",55,1,"Acknowledgement"
"54",56,2,"Reflection"
"54",57,1,"Acknowledgement"
"54",58,2,"HedgedDisclosure"
"54",59,1,"Elaboration"
"54",60,2,"Acknowledgement"
"54",61,1,"HedgedDisclosure"
"54",62,2,"Reflection"
"54",63,1,"Elaboration"
"54",64,2,"Acknowledgement"
"54",65,1,"Elaboration"
"54",66,2,"HedgedDisclosure"
"54",67,1,"Elaboration"
"54",68,2,"Reflection"
"54",69,1,"Acknowledgement"
"54",70,2,"Reflection"
"54",71,1,"Elaboration"
"54",72,2,"Elaboration"
"54",73,1,"Elaboration"
"54",74,2,"Acknowledgement"
"54",75,1,"Elaboration"
"54",76,2,"Acknowledgement"
"54",77,1,"Elaboration"
"54",78,2,"Reflection"
"54",79,1,"Elaboration"
"55",1,1,"HedgedDisclosure"
"55",2,2,"Question"
"55",3,1,"Elaboration"
"55",4,2,"Elaboration"
"55",5,1,"Question"
"55",6,2,"Elaboration"
"55",7,1,"Question"
"55",8,2,"HedgedDisclosure"
"55",9,1,"Acknowledgement"
"55",10,2,"Elaboration"
"55",11,1,"HedgedDisclosure"
"55",12,2,"Question"
"55",13,1,"Acknowledgement"
"55",14,2,"Acknowledgement"
"55",15,1,"Elaboration"
"55",16,2,"Elaboration"
"55",17,1,"Elaboration"
"55",18,2,"Reflection"
"55",19,1,"HedgedDisclosure"
"55",20,2,"Elaboration"
"55",21,1,"Elaboration"
"55",22,2,"HedgedDisclosure"
"55",23,1,"HedgedDisclosure"
"55",24,2,"HedgedDisclosure"
"55",25,1,"Elaboration"
"55",26,2,"Elaboration"
"55",27,1,"Elaboration"
"55",28,2,"Elaboration"
"55",29,1,"Elaboration"
"55",30,2,"Acknowledgement"
"55",31,1,"Question"
"55",32,2,"Elaboration"
"55",33,1,"Elaboration"
"55",34,2,"HedgedDisclosure"
"55",35,1,"Question"
"55",36,2,"Elaboration"
"55",37,1,"Elaboration"
"55",38,2,"Elaboration"
"55",39,1,"Elaboration"
"55",40,2,"Question"
"55",41,1,"Question"
"55",42,2,"Acknowledgement"
"55",43,1,"Elaboration"
"55",44,2,"Elaboration"
"55",45,1,"Elaboration"
"55",46,2,"Elaboration"
"55",47,1,"Elaboration"
"55",48,2,"Advice"
"55",49,1,"Elaboration"
"55",50,2,"Elaboration"
"55",51,1,"Elaboration"
"55",52,2,"Elaboration"
"55",53,1,"Elaboration"
"55",54,2,"HedgedDisclosure"
"55",55,1,"Elaboration"
"55",56,2,"Elaboration"
"55",57,1,"Acknowledgement"
"55",58,2,"Elaboration"
"55",59,1,"Acknowledgement"
"55",60,2,"Elaboration"
"55",61,1,"Elaboration"
"55",62,2,"Question"
"55",63,1,"Elaboration"
"55",64,2,"Question"
"58",1,1,"Elaboration"
"58",2,2,"Acknowledgement"
"58",3,1,"Elaboration"
"58",4,2,"Acknowledgement"
"58",5,1,"Elaboration"
"58",6,2,"Acknowledgement"
"58",7,1,"Elaboration"
"58",8,2,"Elaboration"
"58",9,1,"Elaboration"
"58",10,2,"Acknowledgement"
"58",11,1,"Advice"
"58",12,2,"Acknowledgement"
"58",13,1,"HedgedDisclosure"
"58",14,2,"Acknowledgement"
"58",15,1,"Elaboration"
"58",16,2,"Acknowledgement"
"58",17,1,"Elaboration"
"58",18,2,"Reflection"
"58",19,1,"HedgedDisclosure"
"58",20,2,"Reflection"
"58",21,1,"Elaboration"
"58",22,2,"Question"
"58",23,1,"HedgedDisclosure"
"58",24,2,"Acknowledgement"
"58",25,1,"Elaboration"
"58",26,2,"Acknowledgement"
"58",27,1,"HedgedDisclosure"
"58",28,2,"Acknowledgement"
"58",29,1,"Elaboration"
"58",30,2,"Acknowledgement"
"58",31,1,"Elaboration"
"58",32,2,"Acknowledgement"
"58",33,1,"Elaboration"
"58",34,2,"Advice"
"58",35,1,"Elaboration"
"58",36,2,"Reflection"
"58",37,1,"Elaboration"
"58",38,2,"Reflection"
"58",39,1,"Elaboration"
"58",40,2,"Acknowledgement"
"58",41,1,"HedgedDisclosure"
"58",42,2,"Acknowledgement"
"58",43,1,"Acknowledgement"
"58",44,2,"Reflection"
"58",45,1,"Elaboration"
"58",46,2,"Acknowledgement"
"58",47,1,"Elaboration"
"58",48,2,"Elaboration"
"58",49,1,"HedgedDisclosure"
"58",50,2,"Acknowledgement"
"58",51,1,"Elaboration"
"58",52,2,"Acknowledgement"
"58",53,1,"Elaboration"
"58",54,2,"Acknowledgement"
"58",55,1,"Elaboration"
"58",56,2,"Elaboration"
"58",57,1,"Elaboration"
"58",58,2,"Acknowledgement"
"58",59,1,"Elaboration"
"58",60,2,"Acknowledgement"
"58",61,1,"Elaboration"
"58",62,2,"Advice"
"58",63,1,"Elaboration"
"58",64,2,"Reflection"
"58",65,1,"Elaboration"
"58",66,2,"Acknowledgement"
"58",67,1,"Question"
"58",68,2,"Elaboration"
"58",69,1,"Reflection"
"59",1,1,"Elaboration"
"59",2,2,"Acknowledgement"
"59",3,1,"Elaboration"
"59",4,2,"Acknowledgement"
"59",5,1,"Elaboration"
"59",6,2,"Acknowledgement"
"59",7,1,"Elaboration"
"59",8,2,"Acknowledgement"
"59",9,1,"Elaboration"
"59",10,2,"Acknowledgement"
"59",11,1,"Elaboration"
"59",12,2,"Acknowledgement"
"59",13,1,"Elaboration"
"59",14,2,"Acknowledgement"
"59",15,1,"Elaboration"
"59",16,2,"Acknowledgement"
"59",17,1,"HedgedDisclosure"
"59",18,2,"Question"
"59",19,1,"Elaboration"
"59",20,2,"Acknowledgement"
"59",21,1,"Elaboration"
"59",22,2,"Acknowledgement"
"59",23,1,"Elaboration"
"59",24,2,"Acknowledgement"
"59",25,1,"Elaboration"
"59",26,2,"Acknowledgement"
"59",27,1,"Elaboration"
"59",28,2,"Acknowledgement"
"59",29,1,"Elaboration"
"59",30,2,"Acknowledgement"
"59",31,1,"Elaboration"
"59",32,2,"Acknowledgement"
"59",33,1,"Elaboration"
"59",34,2,"Reflection"
"59",35,1,"Reflection"
"59",36,2,"Acknowledgement"
"59",37,1,"Elaboration"
"59",38,2,"Elaboration"
"59",39,1,"Advice"
"59",40,2,"Acknowledgement"
"59",41,1,"Elaboration"
"59",42,2,"Acknowledgement"
"59",43,1,"Elaboration"
"59",44,2,"Acknowledgement"
"59",45,1,"Elaboration"
"59",46,2,"Acknowledgement"
"59",47,1,"Elaboration"
"59",48,2,"Acknowledgement"
"59",49,1,"Elaboration"
"59",50,2,"Reflection"
"59",51,1,"HedgedDisclosure"
"59",52,2,"Acknowledgement"
"59",53,1,"Elaboration"
"59",54,2,"Acknowledgement"
"59",55,1,"Elaboration"
"59",56,2,"Reflection"
"59",57,1,"Elaboration"
"59",58,2,"Question"
"59",59,1,"Elaboration"
"59",60,2,"Acknowledgement"
"59",61,1,"Elaboration"
"59",62,2,"Acknowledgement"
"59",63,1,"Elaboration"
"59",64,2,"Acknowledgement"
"59",65,1,"Elaboration"
"61",1,2,"Acknowledgement"
"61",2,1,"HedgedDisclosure"
"61",3,2,"Acknowledgement"
"61",4,1,"HedgedDisclosure"
"61",5,2,"Acknowledgement"
"61",6,1,"Elaboration"
"61",7,2,"Acknowledgement"
"61",8,1,"Elaboration"
"61",9,2,"Acknowledgement"
"61",10,1,"Elaboration"
"61",11,2,"Question"
"61",12,1,"Elaboration"
"61",13,2,"Acknowledgement"
"61",14,1,"Elaboration"
"61",15,2,"Question"
"61",16,1,"Elaboration"
"61",17,2,"Reflection"
"61",18,1,"Elaboration"
"61",19,2,"Reflection"
"61",20,1,"Elaboration"
"61",21,2,"Acknowledgement"
"61",22,1,"Elaboration"
"61",23,2,"Acknowledgement"
"61",24,1,"Elaboration"
"61",25,2,"Elaboration"
"61",26,1,"Acknowledgement"
"61",27,2,"Elaboration"
"61",28,1,"Elaboration"
"61",29,2,"Elaboration"
"61",30,1,"Acknowledgement"
"61",31,2,"Reflection"
"61",32,1,"Elaboration"
"61",33,2,"Acknowledgement"
"61",34,1,"Elaboration"
"61",35,2,"Question"
"61",36,1,"Elaboration"
"61",37,2,"Question"
"61",38,1,NA
"61",39,2,"Question"
"61",40,1,"HedgedDisclosure"
"61",41,2,"Acknowledgement"
"61",42,1,"Elaboration"
"61",43,2,"Acknowledgement"
"61",44,1,"Elaboration"
"61",45,2,"Acknowledgement"
"61",46,1,"Elaboration"
"61",47,2,"Question"
"61",48,1,"Elaboration"
"61",49,2,"Advice"
"61",50,1,"Acknowledgement"
"61",51,2,"Reflection"
"61",52,1,"Elaboration"
"61",53,2,"Elaboration"
"61",54,1,"Elaboration"
"61",55,2,"Elaboration"
"61",56,1,NA
"61",57,2,"Elaboration"
"61",58,1,"Question"
"61",59,2,"Elaboration"
"61",60,1,"Acknowledgement"
"61",61,2,"Elaboration"
"61",62,1,NA
"61",63,2,"HedgedDisclosure"
"61",64,1,"Acknowledgement"
"61",65,2,"Acknowledgement"
"61",66,1,"Elaboration"
"61",67,2,"Reflection"
"61",68,1,"Elaboration"
"61",69,2,"Reflection"
"61",70,1,"Elaboration"
"62",1,1,"Elaboration"
"62",2,2,"Acknowledgement"
"62",3,1,"Elaboration"
"62",4,2,"Acknowledgement"
"62",5,1,"Elaboration"
"62",6,2,"Reflection"
"62",7,1,"Elaboration"
"62",8,2,"Acknowledgement"
"62",9,1,"Elaboration"
"62",10,2,"Acknowledgement"
"62",11,1,"Elaboration"
"62",12,2,"Reflection"
"62",13,1,"Elaboration"
"62",14,2,"Reflection"
"62",15,1,"HedgedDisclosure"
"62",16,2,"Acknowledgement"
"62",17,1,"Elaboration"
"62",18,2,"Acknowledgement"
"62",19,1,"Elaboration"
"62",20,2,"Reflection"
"62",21,1,"Elaboration"
"62",22,2,"Reflection"
"62",23,1,"Elaboration"
"62",24,2,"Acknowledgement"
"62",25,1,"Elaboration"
"62",26,2,"Reflection"
"62",27,1,"Elaboration"
"62",28,2,"Acknowledgement"
"62",29,1,"Elaboration"
"62",30,2,"Reflection"
"62",31,1,"Elaboration"
"62",32,2,"Reflection"
"62",33,1,NA
"62",34,2,"Reflection"
"62",35,1,"Elaboration"
"62",36,2,"Reflection"
"62",37,1,"Elaboration"
"62",38,2,"Acknowledgement"
"62",39,1,"Elaboration"
"62",40,2,"Reflection"
"62",41,1,"Elaboration"
"62",42,2,"Acknowledgement"
"62",43,1,"HedgedDisclosure"
"62",44,2,"Elaboration"
"62",45,1,"Elaboration"
"62",46,2,"Question"
"62",47,1,"Elaboration"
"62",48,2,"Acknowledgement"
"62",49,1,"Elaboration"
"62",50,2,"Reflection"
"62",51,1,"Elaboration"
"62",52,2,"Reflection"
"62",53,1,"Elaboration"
"62",54,2,"Acknowledgement"
"62",55,1,"Elaboration"
"62",56,2,"Reflection"
"62",57,1,"Elaboration"
"62",58,2,"Elaboration"
"62",59,1,"Elaboration"
"62",60,2,"Acknowledgement"
"62",61,1,"Elaboration"
"62",62,2,"Acknowledgement"
"62",63,1,"Elaboration"
"62",64,2,"Reflection"
"62",65,1,"Elaboration"
"62",66,2,"Elaboration"
"62",67,1,"Elaboration"
"62",68,2,"Reflection"
"62",69,1,"Elaboration"
"62",70,2,"Reflection"
"62",71,1,"Elaboration"
"62",72,2,"Question"
"62",73,1,"Elaboration"
"62",74,2,"Acknowledgement"
"62",75,1,"Elaboration"
"62",76,2,"Acknowledgement"
"62",77,1,NA
"64",1,1,"HedgedDisclosure"
"64",2,2,"Acknowledgement"
"64",3,1,"Elaboration"
"64",4,2,"Acknowledgement"
"64",5,1,"Elaboration"
"64",6,2,"Reflection"
"64",7,1,"Elaboration"
"64",8,2,"Question"
"64",9,1,"Elaboration"
"64",10,2,"Acknowledgement"
"64",11,1,"Elaboration"
"64",12,2,"Acknowledgement"
"64",13,1,"HedgedDisclosure"
"64",14,2,"Question"
"64",15,1,"Elaboration"
"64",16,2,"Reflection"
"64",17,1,"Elaboration"
"64",18,2,"Acknowledgement"
"64",19,1,"HedgedDisclosure"
"64",20,2,"Acknowledgement"
"64",21,1,"Elaboration"
"64",22,2,"Acknowledgement"
"64",23,1,"HedgedDisclosure"
"64",24,2,"Reflection"
"64",25,1,NA
"64",26,2,"Reflection"
"64",27,1,"Elaboration"
"64",28,2,"Acknowledgement"
"64",29,1,"Elaboration"
"64",30,2,"Question"
"64",31,1,"Elaboration"
"64",32,2,"Reflection"
"64",33,1,"Acknowledgement"
"64",34,2,"Reflection"
"64",35,1,"HedgedDisclosure"
"64",36,2,"Advice"
"64",37,1,"HedgedDisclosure"
"64",38,2,"Acknowledgement"
"64",39,1,"Elaboration"
"64",40,2,"Reflection"
"64",41,1,"HedgedDisclosure"
"64",42,2,"Reflection"
"64",43,1,"Elaboration"
"64",44,2,"Elaboration"
"64",45,1,"HedgedDisclosure"
"64",46,2,"Elaboration"
"64",47,1,"Elaboration"
"64",48,2,"Reflection"
"64",49,1,"HedgedDisclosure"
"64",50,2,"Reflection"
"64",51,1,"Elaboration"
"64",52,2,"Advice"
"64",53,1,"Acknowledgement"
"64",54,2,"Acknowledgement"
"64",55,1,"Elaboration"
"64",56,2,"Question"
"64",57,1,"Elaboration"
"64",58,2,"Acknowledgement"
"64",59,1,"Elaboration"
"64",60,2,"Acknowledgement"
"64",61,1,"Elaboration"
"64",62,2,NA
"64",63,1,"Elaboration"
"64",64,2,"Question"
"64",65,1,"HedgedDisclosure"
"64",66,2,"Question"
"64",67,1,"Elaboration"
"75",1,1,"HedgedDisclosure"
"75",2,2,"Elaboration"
"75",3,1,"Elaboration"
"75",4,2,"Acknowledgement"
"75",5,1,"Elaboration"
"75",6,2,"Reflection"
"75",7,1,"Elaboration"
"75",8,2,"Acknowledgement"
"75",9,1,"Elaboration"
"75",10,2,"Acknowledgement"
"75",11,1,"HedgedDisclosure"
"75",12,2,"Acknowledgement"
"75",13,1,"HedgedDisclosure"
"75",14,2,"Acknowledgement"
"75",15,1,"HedgedDisclosure"
"75",16,2,"Question"
"75",17,1,"Elaboration"
"75",18,2,"Acknowledgement"
"75",19,1,"Elaboration"
"75",20,2,"Question"
"75",21,1,"Elaboration"
"75",22,2,"Question"
"75",23,1,"Elaboration"
"75",24,2,"Question"
"75",25,1,"Elaboration"
"75",26,2,"Advice"
"75",27,1,"Elaboration"
"75",28,2,"Acknowledgement"
"75",29,1,"HedgedDisclosure"
"75",30,2,"Question"
"75",31,1,"Elaboration"
"75",32,2,"Reflection"
"75",33,1,"Elaboration"
"75",34,2,"Question"
"75",35,1,"Elaboration"
"75",36,2,"Advice"
"75",37,1,"HedgedDisclosure"
"75",38,2,"Acknowledgement"
"75",39,1,"HedgedDisclosure"
"75",40,2,"Acknowledgement"
"75",41,1,"Elaboration"
"75",42,2,"Elaboration"
"75",43,1,"Elaboration"
"75",44,2,"Question"
"75",45,1,"Elaboration"
"75",46,2,"Elaboration"
"75",47,1,"Question"
"75",48,2,"Acknowledgement"
"75",49,1,"HedgedDisclosure"
"75",50,2,"Elaboration"
"75",51,1,"Question"
"75",52,2,"HedgedDisclosure"
"75",53,1,"Elaboration"
"75",54,2,"Question"
"75",55,1,"Elaboration"
"75",56,2,"Elaboration"
"75",57,1,"Acknowledgement"
"75",58,2,"Elaboration"
"75",59,1,"Acknowledgement"
"75",60,2,"HedgedDisclosure"
"75",61,1,"Elaboration"
"75",62,2,"Acknowledgement"
"75",63,1,"HedgedDisclosure"
"75",64,2,"HedgedDisclosure"
"75",65,1,"HedgedDisclosure"
"75",66,2,"HedgedDisclosure"
"75",67,1,"Acknowledgement"
"75",68,2,"Elaboration"
"75",69,1,"Acknowledgement"
"75",70,2,"Elaboration"
"75",71,1,"HedgedDisclosure"
"86",1,1,"HedgedDisclosure"
"86",2,2,"Question"
"86",3,1,"Elaboration"
"86",4,2,"Acknowledgement"
"86",5,1,"HedgedDisclosure"
"86",6,2,"Acknowledgement"
"86",7,1,"HedgedDisclosure"
"86",8,2,"Acknowledgement"
"86",9,1,"Elaboration"
"86",10,2,"Question"
"86",11,1,"HedgedDisclosure"
"86",12,2,"Acknowledgement"
"86",13,1,"Elaboration"
"86",14,2,"Elaboration"
"86",15,1,"Elaboration"
"86",16,2,"Elaboration"
"86",17,1,"HedgedDisclosure"
"86",18,2,"Acknowledgement"
"86",19,1,"Elaboration"
"86",20,2,"Acknowledgement"
"86",21,1,"Elaboration"
"86",22,2,"Acknowledgement"
"86",23,1,"HedgedDisclosure"
"86",24,2,"Acknowledgement"
"86",25,1,"Elaboration"
"86",26,2,"HedgedDisclosure"
"86",27,1,"Elaboration"
"86",28,2,"Elaboration"
"86",29,1,"Elaboration"
"86",30,2,"HedgedDisclosure"
"86",31,1,"Acknowledgement"
"86",32,2,"Elaboration"
"86",33,1,"Elaboration"
"86",34,2,"Elaboration"
"86",35,1,"Acknowledgement"
"86",36,2,"Elaboration"
"86",37,1,"HedgedDisclosure"
"86",38,2,"Acknowledgement"
"86",39,1,"Elaboration"
"86",40,2,"Acknowledgement"
"86",41,1,"HedgedDisclosure"
"86",42,2,"Elaboration"
"86",43,1,"Elaboration"
"86",44,2,"Acknowledgement"
"86",45,1,"Elaboration"
"86",46,2,"HedgedDisclosure"
"86",47,1,"Acknowledgement"
"86",48,2,"Elaboration"
"86",49,1,"HedgedDisclosure"
"86",50,2,"Elaboration"
"86",51,1,"Elaboration"
"86",52,2,"Elaboration"
"86",53,1,"Elaboration"
"86",54,2,"Acknowledgement"
"86",55,1,"Elaboration"
"86",56,2,"Question"
"86",57,1,"Elaboration"
"86",58,2,"Reflection"
"86",59,1,"Elaboration"
"86",60,2,NA
"93",1,1,"Elaboration"
"93",2,2,"Acknowledgement"
"93",3,1,"Elaboration"
"93",4,2,"Acknowledgement"
"93",5,1,"Elaboration"
"93",6,2,"Acknowledgement"
"93",7,1,"Elaboration"
"93",8,2,"Reflection"
"93",9,1,"Elaboration"
"93",10,2,"Acknowledgement"
"93",11,1,"HedgedDisclosure"
"93",12,2,"Reflection"
"93",13,1,"Elaboration"
"93",14,2,"Reflection"
"93",15,1,"HedgedDisclosure"
"93",16,2,"Question"
"93",17,1,"Elaboration"
"93",18,2,"Acknowledgement"
"93",19,1,"Elaboration"
"93",20,2,"Reflection"
"93",21,1,"Elaboration"
"93",22,2,"Reflection"
"93",23,1,"Elaboration"
"93",24,2,"Reflection"
"93",25,1,"Acknowledgement"
"93",26,2,"Elaboration"
"93",27,1,"Elaboration"
"93",28,2,"Elaboration"
"93",29,1,"Elaboration"
"93",30,2,"Acknowledgement"
"93",31,1,"Acknowledgement"
"93",32,2,"HedgedDisclosure"
"93",33,1,"Elaboration"
"93",34,2,"HedgedDisclosure"
"93",35,1,"Question"
"93",36,2,"Question"
"93",37,1,"Question"
"93",38,2,"Elaboration"
"93",39,1,"Elaboration"
"93",40,2,"Acknowledgement"
"93",41,1,"Elaboration"
"93",42,2,"HedgedDisclosure"
"93",43,1,"Elaboration"
"93",44,2,"Acknowledgement"
"93",45,1,"Elaboration"
"93",46,2,"Acknowledgement"
"93",47,1,"Elaboration"
"93",48,2,"Question"
"93",49,1,"Elaboration"
"93",50,2,"Question"
"93",51,1,"Elaboration"
"93",52,2,"Reflection"
"93",53,1,"Acknowledgement"
"93",54,2,"HedgedDisclosure"
"93",55,1,"Reflection"
"93",56,2,"Elaboration"
"93",57,1,"Question"
"93",58,2,"Reflection"
"93",59,1,"Elaboration"
"93",60,2,"Reflection"
"93",61,1,"Elaboration"
"93",62,2,"Reflection"
"93",63,1,"Elaboration"
"93",64,2,"Reflection"
"93",65,1,"Elaboration"
"93",66,2,"Advice"
"93",67,1,"HedgedDisclosure"
"93",68,2,"HedgedDisclosure"
"93",69,1,"Elaboration"
"93",70,2,"Acknowledgement"
"93",71,1,NA
"93",72,2,"Advice"
"94",1,1,"Elaboration"
"94",2,2,"Advice"
"94",3,1,"Elaboration"
"94",4,2,"Acknowledgement"
"94",5,1,"Elaboration"
"94",6,2,"Acknowledgement"
"94",7,1,"HedgedDisclosure"
"94",8,2,"Acknowledgement"
"94",9,1,"Elaboration"
"94",10,2,"Acknowledgement"
"94",11,1,"Elaboration"
"94",12,2,"Reflection"
"94",13,1,"Elaboration"
"94",14,2,"Acknowledgement"
"94",15,1,"Elaboration"
"94",16,2,"Acknowledgement"
"94",17,1,"Elaboration"
"94",18,2,"Acknowledgement"
"94",19,1,"Elaboration"
"94",20,2,"Acknowledgement"
"94",21,1,"HedgedDisclosure"
"94",22,2,"Acknowledgement"
"94",23,1,"Elaboration"
"94",24,2,"Acknowledgement"
"94",25,1,"HedgedDisclosure"
"94",26,2,"Acknowledgement"
"94",27,1,"HedgedDisclosure"
"94",28,2,"Reflection"
"94",29,1,"HedgedDisclosure"
"94",30,2,"Acknowledgement"
"94",31,1,"Elaboration"
"94",32,2,"Acknowledgement"
"94",33,1,"Elaboration"
"94",34,2,"Acknowledgement"
"94",35,1,"HedgedDisclosure"
"94",36,2,"Acknowledgement"
"94",37,1,"Elaboration"
"94",38,2,"HedgedDisclosure"
"94",39,1,"HedgedDisclosure"
"94",40,2,"Acknowledgement"
"94",41,1,"Elaboration"
"94",42,2,"Acknowledgement"
"94",43,1,"Elaboration"
"94",44,2,"Reflection"
"94",45,1,"Elaboration"
"94",46,2,"Elaboration"
"94",47,1,"HedgedDisclosure"
"94",48,2,"HedgedDisclosure"
"94",49,1,"Elaboration"
"94",50,2,"HedgedDisclosure"
"94",51,1,"Question"
"94",52,2,"Acknowledgement"
"94",53,1,"Elaboration"
"94",54,2,"Acknowledgement"
"94",55,1,"Elaboration"
"94",56,2,"Elaboration"
"94",57,1,"Acknowledgement"
"94",58,2,"Elaboration"
"94",59,1,"Acknowledgement"
"94",60,2,"HedgedDisclosure"
"94",61,1,"Elaboration"
"94",62,2,"Reflection"
"94",63,1,"Acknowledgement"
"94",64,2,"Acknowledgement"
"94",65,1,"HedgedDisclosure"
"94",66,2,"Acknowledgement"
"94",67,1,"Elaboration"
"94",68,2,"Acknowledgement"
"94",69,1,"Elaboration"
"94",70,2,"Acknowledgement"
"94",71,1,"HedgedDisclosure"
"94",72,2,"Acknowledgement"
"94",73,1,"Elaboration"
"94",74,2,"Acknowledgement"
"94",75,1,"Elaboration"
"94",76,2,"Acknowledgement"
"94",77,1,"Elaboration"
"94",78,2,"Acknowledgement"
"94",79,1,"HedgedDisclosure"
"94",80,2,"Acknowledgement"
"94",81,1,"HedgedDisclosure"
"94",82,2,"Acknowledgement"
"94",83,1,"Elaboration"
"94",84,2,"Acknowledgement"
"94",85,1,"Elaboration"
"94",86,2,"Acknowledgement"
"94",87,1,"Elaboration"
"94",88,2,"Reflection"
"94",89,1,"Elaboration"
"94",90,2,"Reflection"
"94",91,1,"Elaboration"
"94",92,2,"Acknowledgement"
"95",1,2,"Question"
"95",2,1,"Elaboration"
"95",3,2,"Acknowledgement"
"95",4,1,"HedgedDisclosure"
"95",5,2,"Acknowledgement"
"95",6,1,"HedgedDisclosure"
"95",7,2,"Acknowledgement"
"95",8,1,"Elaboration"
